Unnamed: 0,db_id,query,question,query_toks,query_toks_no_value,question_toks,context
783,race_track,"SELECT T1.name ,  T1.date ,  T2.name FROM race AS T1 JOIN track AS T2 ON T1.track_id  =  T2.track_id",Show the name and date for each race and its track name.,"['SELECT' 'T1.name' ',' 'T1.date' ',' 'T2.name' 'FROM' 'race' 'AS' 'T1'
 'JOIN' 'track' 'AS' 'T2' 'ON' 'T1.track_id' '=' 'T2.track_id']","['select' 't1' '.' 'name' ',' 't1' '.' 'date' ',' 't2' '.' 'name' 'from'
 'race' 'as' 't1' 'join' 'track' 'as' 't2' 'on' 't1' '.' 'track_id' '='
 't2' '.' 'track_id']","['Show' 'the' 'name' 'and' 'date' 'for' 'each' 'race' 'and' 'its' 'track'
 'name' '.']","['CREATE TABLE ""race"" ( ""Race_ID"" int, ""Name"" text, ""Class"" text, ""Date"" text, ""Track_ID"" text, PRIMARY KEY (""Race_ID""), FOREIGN KEY (""Track_ID"") REFERENCES ""track""(""Track_ID"") )', 'CREATE TABLE ""track"" ( ""Track_ID"" int, ""Name"" text, ""Location"" text, ""Seating"" real, ""Year_Opened"" real, PRIMARY KEY (""Track_ID"") )']"
350,flight_1,SELECT count(*) FROM Aircraft WHERE distance BETWEEN 1000 AND 5000,What is the count of aircrafts that have a distance between 1000 and 5000?,"['SELECT' 'count' '(' '*' ')' 'FROM' 'Aircraft' 'WHERE' 'distance'
 'BETWEEN' '1000' 'AND' '5000']","['select' 'count' '(' '*' ')' 'from' 'aircraft' 'where' 'distance'
 'between' 'value' 'and' 'value']","['What' 'is' 'the' 'count' 'of' 'aircrafts' 'that' 'have' 'a' 'distance'
 'between' '1000' 'and' '5000' '?']","['CREATE TABLE flight( flno number(4,0) primary key, origin varchar2(20), destination varchar2(20), distance number(6,0), departure_date date, arrival_date date, price number(7,2), aid number(9,0), foreign key(""aid"") references `aircraft`(""aid""))', 'CREATE TABLE aircraft( aid number(9,0) primary key, name varchar2(30), distance number(6,0))', 'CREATE TABLE employee( eid number(9,0) primary key, name varchar2(30), salary number(10,2))', 'CREATE TABLE certificate( eid number(9,0), aid number(9,0), primary key(eid,aid), foreign key(""eid"") references `employee`(""eid""), foreign key(""aid"") references `aircraft`(""aid""))']"
1958,cinema,"SELECT count(*) FROM film WHERE title LIKE ""%Dummy%""",How many films have the word 'Dummy' in their titles?,"['SELECT' 'count' '(' '*' ')' 'FROM' 'film' 'WHERE' 'title' 'LIKE' '``'
 '%' 'Dummy' '%' ""''""]",['select' 'count' '(' '*' ')' 'from' 'film' 'where' 'title' 'like' 'value'],"['How' 'many' 'films' 'have' 'the' 'word' ""'Dummy"" ""'"" 'in' 'their'
 'titles' '?']","['CREATE TABLE ""film"" ( ""Film_ID"" int, ""Rank_in_series"" int, ""Number_in_season"" int, ""Title"" text, ""Directed_by"" text, ""Original_air_date"" text, ""Production_code"" text, PRIMARY KEY (""Film_ID"") )', 'CREATE TABLE ""cinema"" ( ""Cinema_ID"" int, ""Name"" text, ""Openning_year"" int, ""Capacity"" int, ""Location"" text, PRIMARY KEY (""Cinema_ID""))', 'CREATE TABLE ""schedule"" ( ""Cinema_ID"" int, ""Film_ID"" int, ""Date"" text, ""Show_times_per_day"" int, ""Price"" float, PRIMARY KEY (""Cinema_ID"",""Film_ID""), FOREIGN KEY (`Film_ID`) REFERENCES `film`(`Film_ID`), FOREIGN KEY (`Cinema_ID`) REFERENCES `cinema`(`Cinema_ID`) )']"
2112,cre_Doc_Control_Systems,"SELECT count(*) FROM Documents WHERE document_status_code = ""done"";",How many documents have the status code done?,"['SELECT' 'count' '(' '*' ')' 'FROM' 'Documents' 'WHERE'
 'document_status_code' '=' '``' 'done' ""''"" ';']","['select' 'count' '(' '*' ')' 'from' 'documents' 'where'
 'document_status_code' '=' 'value']",['How' 'many' 'documents' 'have' 'the' 'status' 'code' 'done' '?'],"['CREATE TABLE Ref_Document_Types ( document_type_code CHAR(15) NOT NULL, document_type_description VARCHAR(255) NOT NULL, PRIMARY KEY (document_type_code) )', 'CREATE TABLE Roles ( role_code CHAR(15) NOT NULL, role_description VARCHAR(255), PRIMARY KEY (role_code) )', 'CREATE TABLE Addresses ( address_id INTEGER NOT NULL, address_details VARCHAR(255), PRIMARY KEY (address_id) )', 'CREATE TABLE Ref_Document_Status ( document_status_code CHAR(15) NOT NULL, document_status_description VARCHAR(255) NOT NULL, PRIMARY KEY (document_status_code) )', 'CREATE TABLE Ref_Shipping_Agents ( shipping_agent_code CHAR(15) NOT NULL, shipping_agent_name VARCHAR(255) NOT NULL, shipping_agent_description VARCHAR(255) NOT NULL, PRIMARY KEY (shipping_agent_code) )', 'CREATE TABLE Documents ( document_id INTEGER NOT NULL, document_status_code CHAR(15) NOT NULL, document_type_code CHAR(15) NOT NULL, shipping_agent_code CHAR(15), receipt_date DATETIME, receipt_number VARCHAR(255), other_details VARCHAR(255), PRIMARY KEY (document_id), FOREIGN KEY (document_type_code) REFERENCES Ref_Document_Types (document_type_code), FOREIGN KEY (document_status_code) REFERENCES Ref_Document_Status (document_status_code), FOREIGN KEY (shipping_agent_code) REFERENCES Ref_Shipping_Agents (shipping_agent_code) )', 'CREATE TABLE Employees ( employee_id INTEGER NOT NULL, role_code CHAR(15) NOT NULL, employee_name VARCHAR(255), other_details VARCHAR(255), PRIMARY KEY (employee_id), FOREIGN KEY (role_code) REFERENCES Roles (role_code) )', 'CREATE TABLE Document_Drafts ( document_id INTEGER NOT NULL, draft_number INTEGER NOT NULL, draft_details VARCHAR(255), PRIMARY KEY (document_id, draft_number), FOREIGN KEY (document_id) REFERENCES Documents (document_id) )', 'CREATE TABLE Draft_Copies ( document_id INTEGER NOT NULL, draft_number INTEGER NOT NULL, copy_number INTEGER NOT NULL, PRIMARY KEY (document_id, draft_number, copy_number), FOREIGN KEY (document_id, draft_number) REFERENCES Document_Drafts (document_id,draft_number) )', 'CREATE TABLE Circulation_History ( document_id INTEGER NOT NULL, draft_number INTEGER NOT NULL, copy_number INTEGER NOT NULL, employee_id INTEGER NOT NULL, PRIMARY KEY (document_id, draft_number, copy_number, employee_id), FOREIGN KEY (document_id, draft_number, copy_number) REFERENCES Draft_Copies (document_id,draft_number,copy_number), FOREIGN KEY (employee_id) REFERENCES Employees (employee_id) )', 'CREATE TABLE Documents_Mailed ( document_id INTEGER NOT NULL, mailed_to_address_id INTEGER NOT NULL, mailing_date DATETIME, PRIMARY KEY (document_id, mailed_to_address_id), FOREIGN KEY (document_id) REFERENCES Documents (document_id), FOREIGN KEY (mailed_to_address_id) REFERENCES Addresses (address_id) )']"
1719,riding_club,SELECT count(*) FROM player,How many players are there?,['SELECT' 'count' '(' '*' ')' 'FROM' 'player'],['select' 'count' '(' '*' ')' 'from' 'player'],['How' 'many' 'players' 'are' 'there' '?'],"['CREATE TABLE ""player"" ( ""Player_ID"" int, ""Sponsor_name"" text, ""Player_name"" text, ""Gender"" text, ""Residence"" text, ""Occupation"" text, ""Votes"" int, ""Rank"" text, PRIMARY KEY (""Player_ID"") )', 'CREATE TABLE ""club"" ( ""Club_ID"" int, ""Club_name"" text, ""Region"" text, ""Start_year"" int, PRIMARY KEY (""Club_ID"") )', 'CREATE TABLE ""coach"" ( ""Coach_ID"" int, ""Coach_name"" text, ""Gender"" text, ""Club_ID"" int, ""Rank"" int, PRIMARY KEY (""Coach_ID""), FOREIGN KEY (`Club_ID`) REFERENCES `club`(`Club_ID`) )', 'CREATE TABLE ""player_coach"" ( ""Player_ID"" int, ""Coach_ID"" int, ""Starting_year"" int, PRIMARY KEY (""Player_ID"",""Coach_ID""), FOREIGN KEY (`Player_ID`) REFERENCES `player`(`Player_ID`), FOREIGN KEY (`Coach_ID`) REFERENCES `coach`(`Coach_ID`) )', 'CREATE TABLE ""match_result"" ( ""Rank"" int, ""Club_ID"" int, ""Gold"" int, ""Big_Silver"" int, ""Small_Silver"" int, ""Bronze"" int, ""Points"" int, PRIMARY KEY (""Rank"",""Club_ID""), FOREIGN KEY (`Club_ID`) REFERENCES `club`(`Club_ID`) )']"
1099,match_season,SELECT College FROM match_season GROUP BY College ORDER BY count(*) DESC LIMIT 3,What are the three colleges from which the most players are from?,"['SELECT' 'College' 'FROM' 'match_season' 'GROUP' 'BY' 'College' 'ORDER'
 'BY' 'count' '(' '*' ')' 'DESC' 'LIMIT' '3']","['select' 'college' 'from' 'match_season' 'group' 'by' 'college' 'order'
 'by' 'count' '(' '*' ')' 'desc' 'limit' 'value']","['What' 'are' 'the' 'three' 'colleges' 'from' 'which' 'the' 'most'
 'players' 'are' 'from' '?']","['CREATE TABLE ""country"" ( ""Country_id"" int, ""Country_name"" text, ""Capital"" text, ""Official_native_language"" text, PRIMARY KEY (""Country_id"") )', 'CREATE TABLE `team` ( `Team_id` int, `Name` text, PRIMARY KEY (`Team_id`) )', 'CREATE TABLE ""match_season"" ( ""Season"" real, ""Player"" text, ""Position"" text, ""Country"" int, ""Team"" int, ""Draft_Pick_Number"" int, ""Draft_Class"" text, ""College"" text, PRIMARY KEY (""Season""), FOREIGN KEY (`Country`) REFERENCES `country`(`Country_id`), FOREIGN KEY (`Team`) REFERENCES `team`(`Team_id`) )', 'CREATE TABLE ""player"" ( ""Player_ID"" int, ""Player"" text, ""Years_Played"" text, ""Total_WL"" text, ""Singles_WL"" text, ""Doubles_WL"" text, ""Team"" int, PRIMARY KEY (""Player_ID""), FOREIGN KEY (`Team`) REFERENCES `team`(`Team_id`) )']"
4811,aircraft,SELECT Name FROM pilot ORDER BY Name ASC,List all pilot names in ascending alphabetical order.,['SELECT' 'Name' 'FROM' 'pilot' 'ORDER' 'BY' 'Name' 'ASC'],['select' 'name' 'from' 'pilot' 'order' 'by' 'name' 'asc'],['List' 'all' 'pilot' 'names' 'in' 'ascending' 'alphabetical' 'order' '.'],"['CREATE TABLE `pilot` ( `Pilot_Id` int(11) NOT NULL, `Name` varchar(50) NOT NULL, `Age` int(11) NOT NULL, PRIMARY KEY (`Pilot_Id`) )', 'CREATE TABLE `aircraft` ( ""Aircraft_ID"" int(11) NOT NULL, ""Aircraft"" varchar(50) NOT NULL, ""Description"" varchar(50) NOT NULL, ""Max_Gross_Weight"" varchar(50) NOT NULL, ""Total_disk_area"" varchar(50) NOT NULL, ""Max_disk_Loading"" varchar(50) NOT NULL, PRIMARY KEY (`Aircraft_ID`) )', 'CREATE TABLE `match` ( ""Round"" real, ""Location"" text, ""Country"" text, ""Date"" text, ""Fastest_Qualifying"" text, ""Winning_Pilot"" text, ""Winning_Aircraft"" text, PRIMARY KEY (""Round""), FOREIGN KEY (`Winning_Aircraft`) REFERENCES `aircraft`(`Aircraft_ID`), FOREIGN KEY (`Winning_Pilot`) REFERENCES `pilot`(`Pilot_Id`) )', 'CREATE TABLE `airport` ( ""Airport_ID"" int, ""Airport_Name"" text, ""Total_Passengers"" real, ""%_Change_2007"" text, ""International_Passengers"" real, ""Domestic_Passengers"" real, ""Transit_Passengers"" real, ""Aircraft_Movements"" real, ""Freight_Metric_Tonnes"" real, PRIMARY KEY (""Airport_ID"") )', 'CREATE TABLE `airport_aircraft` ( ""ID"" int, ""Airport_ID"" int, ""Aircraft_ID"" int, PRIMARY KEY (""Airport_ID"",""Aircraft_ID""), FOREIGN KEY (""Airport_ID"") REFERENCES `airport`(`Airport_ID`), FOREIGN KEY (""Aircraft_ID"") REFERENCES `aircraft`(`Aircraft_ID`) )']"
6943,tracking_orders,"SELECT T1.customer_name FROM customers AS T1 JOIN orders AS T2 JOIN order_items AS T3 JOIN products AS T4 ON T1.customer_id = T2.customer_id AND T2.order_id = T3.order_id AND T3.product_id = T4.product_id WHERE T3.order_item_status = ""Cancel"" AND T4.product_name = ""food"" GROUP BY T1.customer_id HAVING count(*)  >=  1","List the names of customers who have once canceled the purchase of the product ""food"" (the item status is ""Cancel"").","['SELECT' 'T1.customer_name' 'FROM' 'customers' 'AS' 'T1' 'JOIN' 'orders'
 'AS' 'T2' 'JOIN' 'order_items' 'AS' 'T3' 'JOIN' 'products' 'AS' 'T4' 'ON'
 'T1.customer_id' '=' 'T2.customer_id' 'AND' 'T2.order_id' '='
 'T3.order_id' 'AND' 'T3.product_id' '=' 'T4.product_id' 'WHERE'
 'T3.order_item_status' '=' '``' 'Cancel' ""''"" 'AND' 'T4.product_name' '='
 '``' 'food' ""''"" 'GROUP' 'BY' 'T1.customer_id' 'HAVING' 'count' '(' '*'
 ')' '>' '=' '1']","['select' 't1' '.' 'customer_name' 'from' 'customers' 'as' 't1' 'join'
 'orders' 'as' 't2' 'join' 'order_items' 'as' 't3' 'join' 'products' 'as'
 't4' 'on' 't1' '.' 'customer_id' '=' 't2' '.' 'customer_id' 'and' 't2'
 '.' 'order_id' '=' 't3' '.' 'order_id' 'and' 't3' '.' 'product_id' '='
 't4' '.' 'product_id' 'where' 't3' '.' 'order_item_status' '=' 'value'
 'and' 't4' '.' 'product_name' '=' 'value' 'group' 'by' 't1' '.'
 'customer_id' 'having' 'count' '(' '*' ')' '>' '=' 'value']","['List' 'the' 'names' 'of' 'customers' 'who' 'have' 'once' 'canceled'
 'the' 'purchase' 'of' 'the' 'product' '``' 'food' ""''"" '(' 'the' 'item'
 'status' 'is' '``' 'Cancel' ""''"" ')' '.']","['CREATE TABLE `Customers` ( `customer_id` INTEGER PRIMARY KEY, `customer_name` VARCHAR(80), `customer_details` VARCHAR(255) )', 'CREATE TABLE `Invoices` ( `invoice_number` INTEGER PRIMARY KEY, `invoice_date` DATETIME, `invoice_details` VARCHAR(255) )', 'CREATE TABLE `Orders` ( `order_id` INTEGER PRIMARY KEY, `customer_id` INTEGER NOT NULL, `order_status` VARCHAR(10) NOT NULL, `date_order_placed` DATETIME NOT NULL, `order_details` VARCHAR(255), FOREIGN KEY (`customer_id` ) REFERENCES `Customers`(`customer_id` ) )', 'CREATE TABLE `Products` ( `product_id` INTEGER PRIMARY KEY, `product_name` VARCHAR(80), `product_details` VARCHAR(255) )', 'CREATE TABLE `Order_Items` ( `order_item_id` INTEGER PRIMARY KEY, `product_id` INTEGER NOT NULL, `order_id` INTEGER NOT NULL, `order_item_status` VARCHAR(10) NOT NULL, `order_item_details` VARCHAR(255), FOREIGN KEY (`order_id` ) REFERENCES `Orders`(`order_id` ), FOREIGN KEY (`product_id` ) REFERENCES `Products`(`product_id` ) )', 'CREATE TABLE `Shipments` ( `shipment_id` INTEGER PRIMARY KEY, `order_id` INTEGER NOT NULL, `invoice_number` INTEGER NOT NULL, `shipment_tracking_number` VARCHAR(80), `shipment_date` DATETIME, `other_shipment_details` VARCHAR(255), FOREIGN KEY (`order_id` ) REFERENCES `Orders`(`order_id` ), FOREIGN KEY (`invoice_number` ) REFERENCES `Invoices`(`invoice_number` ) )', 'CREATE TABLE `Shipment_Items` ( `shipment_id` INTEGER NOT NULL, `order_item_id` INTEGER NOT NULL, FOREIGN KEY (`order_item_id` ) REFERENCES `Order_Items`(`order_item_id` ), FOREIGN KEY (`shipment_id` ) REFERENCES `Shipments`(`shipment_id` ) )']"
4101,company_employee,SELECT Headquarters FROM company ORDER BY Sales_in_Billion DESC LIMIT 1,What is the headquarter of the company with the largest sales?,"['SELECT' 'Headquarters' 'FROM' 'company' 'ORDER' 'BY' 'Sales_in_Billion'
 'DESC' 'LIMIT' '1']","['select' 'headquarters' 'from' 'company' 'order' 'by' 'sales_in_billion'
 'desc' 'limit' 'value']","['What' 'is' 'the' 'headquarter' 'of' 'the' 'company' 'with' 'the'
 'largest' 'sales' '?']","['CREATE TABLE ""people"" ( ""People_ID"" int, ""Age"" int, ""Name"" text, ""Nationality"" text, ""Graduation_College"" text, PRIMARY KEY (""People_ID"") )', 'CREATE TABLE ""company"" ( ""Company_ID"" real, ""Name"" text, ""Headquarters"" text, ""Industry"" text, ""Sales_in_Billion"" real, ""Profits_in_Billion"" real, ""Assets_in_Billion"" real, ""Market_Value_in_Billion"" real, PRIMARY KEY (""Company_ID"") )', 'CREATE TABLE ""employment"" ( ""Company_ID"" int, ""People_ID"" int, ""Year_working"" int, PRIMARY KEY (""Company_ID"",""People_ID""), FOREIGN KEY (""Company_ID"") REFERENCES `company`(""Company_ID""), FOREIGN KEY (""People_ID"") REFERENCES `people`(""People_ID"") )']"
6214,roller_coaster,"SELECT T2.Name ,  T1.Name FROM country AS T1 JOIN roller_coaster AS T2 ON T1.Country_ID  =  T2.Country_ID",Show the names of roller coasters and names of country they are in.,"['SELECT' 'T2.Name' ',' 'T1.Name' 'FROM' 'country' 'AS' 'T1' 'JOIN'
 'roller_coaster' 'AS' 'T2' 'ON' 'T1.Country_ID' '=' 'T2.Country_ID']","['select' 't2' '.' 'name' ',' 't1' '.' 'name' 'from' 'country' 'as' 't1'
 'join' 'roller_coaster' 'as' 't2' 'on' 't1' '.' 'country_id' '=' 't2' '.'
 'country_id']","['Show' 'the' 'names' 'of' 'roller' 'coasters' 'and' 'names' 'of'
 'country' 'they' 'are' 'in' '.']","['CREATE TABLE ""roller_coaster"" ( ""Roller_Coaster_ID"" int, ""Name"" text, ""Park"" text, ""Country_ID"" int, ""Length"" real, ""Height"" real, ""Speed"" text, ""Opened"" text, ""Status"" text, PRIMARY KEY (""Roller_Coaster_ID""), FOREIGN KEY (""Country_ID"") REFERENCES `country`(""Country_ID"") )', 'CREATE TABLE ""country"" ( ""Country_ID"" int, ""Name"" text, ""Population"" int, ""Area"" int, ""Languages"" text, PRIMARY KEY (""Country_ID"") )']"
6175,music_4,SELECT T1.Famous_Title FROM artist AS T1 JOIN volume AS T2 ON T1.Artist_ID  =  T2.Artist_ID WHERE T2.Weeks_on_Top  >  2,What are the famous title of the artists associated with volumes with more than 2 weeks on top?,"['SELECT' 'T1.Famous_Title' 'FROM' 'artist' 'AS' 'T1' 'JOIN' 'volume' 'AS'
 'T2' 'ON' 'T1.Artist_ID' '=' 'T2.Artist_ID' 'WHERE' 'T2.Weeks_on_Top' '>'
 '2']","['select' 't1' '.' 'famous_title' 'from' 'artist' 'as' 't1' 'join'
 'volume' 'as' 't2' 'on' 't1' '.' 'artist_id' '=' 't2' '.' 'artist_id'
 'where' 't2' '.' 'weeks_on_top' '>' 'value']","['What' 'are' 'the' 'famous' 'title' 'of' 'the' 'artists' 'associated'
 'with' 'volumes' 'with' 'more' 'than' '2' 'weeks' 'on' 'top' '?']","['CREATE TABLE ""artist"" ( ""Artist_ID"" int, ""Artist"" text, ""Age"" int, ""Famous_Title"" text, ""Famous_Release_date"" text, PRIMARY KEY (""Artist_ID"") )', 'CREATE TABLE ""volume"" ( ""Volume_ID"" int, ""Volume_Issue"" text, ""Issue_Date"" text, ""Weeks_on_Top"" real, ""Song"" text, ""Artist_ID"" int, PRIMARY KEY (""Volume_ID""), FOREIGN KEY (`Artist_ID`) REFERENCES `artist`(`Artist_ID`) )', 'CREATE TABLE ""music_festival"" ( ""ID"" int, ""Music_Festival"" text, ""Date_of_ceremony"" text, ""Category"" text, ""Volume"" int, ""Result"" text, PRIMARY KEY (`ID`), FOREIGN KEY (`Volume`) REFERENCES `volume`(`Volume_ID`) )']"
1145,climbing,SELECT Country FROM mountain WHERE Height  >  5600 INTERSECT SELECT Country FROM mountain WHERE Height  <  5200,What are the countries that have both mountains that are higher than 5600 and lower than 5200?,"['SELECT' 'Country' 'FROM' 'mountain' 'WHERE' 'Height' '>' '5600'
 'INTERSECT' 'SELECT' 'Country' 'FROM' 'mountain' 'WHERE' 'Height' '<'
 '5200']","['select' 'country' 'from' 'mountain' 'where' 'height' '>' 'value'
 'intersect' 'select' 'country' 'from' 'mountain' 'where' 'height' '<'
 'value']","['What' 'are' 'the' 'countries' 'that' 'have' 'both' 'mountains' 'that'
 'are' 'higher' 'than' '5600' 'and' 'lower' 'than' '5200' '?']","['CREATE TABLE ""mountain"" ( ""Mountain_ID"" int, ""Name"" text, ""Height"" real, ""Prominence"" real, ""Range"" text, ""Country"" text, PRIMARY KEY (""Mountain_ID"") )', 'CREATE TABLE ""climber"" ( ""Climber_ID"" int, ""Name"" text, ""Country"" text, ""Time"" text, ""Points"" real, ""Mountain_ID"" int, PRIMARY KEY (""Climber_ID""), FOREIGN KEY (""Mountain_ID"") REFERENCES ""mountain""(""Mountain_ID"") )']"
5481,voter_2,SELECT DISTINCT T1.Major FROM STUDENT AS T1 JOIN VOTING_RECORD AS T2 ON T1.StuID  =  T2.Treasurer_Vote,What are the distinct majors that students with treasurer votes are studying?,"['SELECT' 'DISTINCT' 'T1.Major' 'FROM' 'STUDENT' 'AS' 'T1' 'JOIN'
 'VOTING_RECORD' 'AS' 'T2' 'ON' 'T1.StuID' '=' 'T2.Treasurer_Vote']","['select' 'distinct' 't1' '.' 'major' 'from' 'student' 'as' 't1' 'join'
 'voting_record' 'as' 't2' 'on' 't1' '.' 'stuid' '=' 't2' '.'
 'treasurer_vote']","['What' 'are' 'the' 'distinct' 'majors' 'that' 'students' 'with'
 'treasurer' 'votes' 'are' 'studying' '?']","['CREATE TABLE Student ( StuID INTEGER PRIMARY KEY, LName VARCHAR(12), Fname VARCHAR(12), Age INTEGER, Sex VARCHAR(1), Major INTEGER, Advisor INTEGER, city_code VARCHAR(3) )', 'CREATE TABLE Voting_record ( StuID INTEGER, Registration_Date VARCHAR(12), Election_Cycle VARCHAR(12), President_Vote INTEGER, Vice_President_Vote INTEGER, Secretary_Vote INTEGER, Treasurer_Vote INTEGER, Class_President_Vote INTEGER, Class_Senator_Vote INTEGER, FOREIGN KEY(StuID) REFERENCES Student(StuID), FOREIGN KEY(President_Vote) REFERENCES Student(StuID), FOREIGN KEY(Vice_President_Vote) REFERENCES Student(StuID), FOREIGN KEY(Secretary_Vote) REFERENCES Student(StuID), FOREIGN KEY(Treasurer_Vote) REFERENCES Student(StuID), FOREIGN KEY(Class_President_Vote) REFERENCES Student(StuID), FOREIGN KEY(Class_Senator_Vote) REFERENCES Student(StuID) )']"
5598,products_gen_characteristics,SELECT t3.characteristic_name FROM products AS t1 JOIN product_characteristics AS t2 ON t1.product_id  =  t2.product_id JOIN CHARACTERISTICS AS t3 ON t2.characteristic_id  =  t3.characteristic_id GROUP BY t3.characteristic_name HAVING count(*)  >= 2,What are characteristic names used at least twice across all products?,"['SELECT' 't3.characteristic_name' 'FROM' 'products' 'AS' 't1' 'JOIN'
 'product_characteristics' 'AS' 't2' 'ON' 't1.product_id' '='
 't2.product_id' 'JOIN' 'CHARACTERISTICS' 'AS' 't3' 'ON'
 't2.characteristic_id' '=' 't3.characteristic_id' 'GROUP' 'BY'
 't3.characteristic_name' 'HAVING' 'count' '(' '*' ')' '>' '=' '2']","['select' 't3' '.' 'characteristic_name' 'from' 'products' 'as' 't1'
 'join' 'product_characteristics' 'as' 't2' 'on' 't1' '.' 'product_id' '='
 't2' '.' 'product_id' 'join' 'characteristics' 'as' 't3' 'on' 't2' '.'
 'characteristic_id' '=' 't3' '.' 'characteristic_id' 'group' 'by' 't3'
 '.' 'characteristic_name' 'having' 'count' '(' '*' ')' '>' '=' 'value']","['What' 'are' 'characteristic' 'names' 'used' 'at' 'least' 'twice'
 'across' 'all' 'products' '?']","['CREATE TABLE `Ref_Characteristic_Types` ( `characteristic_type_code` VARCHAR(15) PRIMARY KEY, `characteristic_type_description` VARCHAR(80) )', 'CREATE TABLE `Ref_Colors` ( `color_code` VARCHAR(15) PRIMARY KEY, `color_description` VARCHAR(80) )', 'CREATE TABLE `Ref_Product_Categories` ( `product_category_code` VARCHAR(15) PRIMARY KEY, `product_category_description` VARCHAR(80), `unit_of_measure` VARCHAR(20) )', 'CREATE TABLE `Characteristics` ( `characteristic_id` INTEGER PRIMARY KEY, `characteristic_type_code` VARCHAR(15) NOT NULL, `characteristic_data_type` VARCHAR(10), `characteristic_name` VARCHAR(80), `other_characteristic_details` VARCHAR(255), FOREIGN KEY (`characteristic_type_code` ) REFERENCES `Ref_Characteristic_Types`(`characteristic_type_code` ) )', 'CREATE TABLE `Products` ( `product_id` INTEGER PRIMARY KEY, `color_code` VARCHAR(15) NOT NULL, `product_category_code` VARCHAR(15) NOT NULL, `product_name` VARCHAR(80), `typical_buying_price` VARCHAR(20), `typical_selling_price` VARCHAR(20), `product_description` VARCHAR(255), `other_product_details` VARCHAR(255), FOREIGN KEY (`product_category_code` ) REFERENCES `Ref_Product_Categories`(`product_category_code` ),FOREIGN KEY (`color_code` ) REFERENCES `Ref_Colors`(`color_code` ) )', 'CREATE TABLE `Product_Characteristics` ( `product_id` INTEGER NOT NULL, `characteristic_id` INTEGER NOT NULL, `product_characteristic_value` VARCHAR(50), FOREIGN KEY (`characteristic_id` ) REFERENCES `Characteristics`(`characteristic_id` ), FOREIGN KEY (`product_id` ) REFERENCES `Products`(`product_id` ) )']"
